feature,gain
cusum_1m_price_move_t-10,8249.553802013397
volume_t-8,8173.560651421547
body_to_range_ratio_1m_t-1,8084.339702248573
cusum_1m_quality_score_t-10,8030.383797764778
volume_t-6,8027.870412290096
candle_relative_body_t-9,7933.352741122246
candle_relative_body_t-8,7927.416540980339
volume_t-4,7911.211759090424
body_to_range_ratio_1m_t-5,7892.512134313583
close_position_in_range_1m_t-3,7838.482559680939
lower_shadow_ratio_t-4,7810.259390711784
candle_relative_body_t-4,7809.653800845146
lower_shadow_ratio_t-9,7809.485626101494
body_to_range_ratio_1m_t-10,7799.946934700012
close_position_in_range_1m_t-7,7794.367159962654
upper_shadow_ratio_t-9,7778.663304448128
close_position_in_range_1m_t-9,7775.813735485077
cusum_1m_quality_score_t-6,7699.206090450287
cusum_1m_quality_score_t-4,7687.600394487381
cusum_1m_price_move_t-8,7670.932596087456
lower_shadow_ratio_t-6,7661.1876527071
lower_shadow_ratio_t-7,7618.55868768692
volume_t-7,7611.932639598846
cusum_1m_price_move_t-5,7446.3323229551315
close_position_in_range_1m_t-10,7436.584732472897
cusum_1m_price_move_t-6,7390.90630197525
upper_shadow_ratio_t-4,7361.58268892765
upper_shadow_ratio_t-3,7351.107098579407
close_position_in_range_1m_t-4,7330.456579089165
close_position_in_range_1m_t-8,7271.336060762405
body_to_range_ratio_1m_t-9,7258.966383457184
upper_shadow_ratio_t-8,7218.635126829147
upper_shadow_ratio_t-5,7162.225088119507
upper_shadow_ratio_t-7,7159.614837527275
candle_relative_body_t-10,7115.6851034760475
cusum_1m_price_move_t-4,7096.1088129282
candle_relative_body_t-5,7023.131520986557
volume_t-9,6957.539988875389
candle_relative_body_t-3,6826.597878098488
candle_relative_body_t-7,6684.045176059008
close_position_in_range_1m_t-5,6576.2593722343445
candle_relative_body_t-2,6184.925767958164
plus_di_14_t0,5733.2372505664825
volume_ratio_ema3_t-2,5671.117221236229
volume_ratio_ema3_t-5,3989.211585521698
volume_ratio_ema3_t-3,3555.7954674959183
cusum_1m_trend_aligned_t-2,3391.150908946991
volume_ratio_ema3_t-8,3268.4778841733932
volume_ratio_ema3_t-10,3215.9577065706253
volume_ratio_ema3_t-6,3102.9035379886627
volume_ratio_ema3_t-7,2984.0477380752563
volume_ratio_ema3_t-4,2936.173829138279
cmo_14_t0,2814.7430934906006
minus_di_14_t0,2643.369225859642
cmo_14_t-1,2550.6246421337128
volume_ratio_ema3_t-9,2533.2217317819595
price_vs_vwap_t0,2282.883398294449
trend_acceleration_ema7_t0,1246.1306822299957
minus_di_14_t-1,1159.6891075372696
bb_position_t-2,1115.520856976509
bb_position_t0,1102.6962341070175
price_vs_vwap_t-10,1055.0921306610107
price_vs_vwap_t-2,1052.5760298371315
price_vs_vwap_t-9,1022.1291909217834
adx_14_t0,998.8781803846359
price_vs_vwap_t-1,950.4743394851685
price_vs_vwap_t-7,948.3471603393555
price_vs_vwap_t-6,940.2639178037643
plus_di_14_t-2,923.0038647651672
price_vs_vwap_t-8,921.8765233755112
price_vs_vwap_t-3,920.647222161293
trend_acceleration_ema7_t-2,804.2058545351028
price_vs_vwap_t-4,791.2236769199371
cmo_14_t-2,739.7971496582031
regime_volatility_t0,685.6486600637436
adx_14_t-1,643.5839838981628
cmo_14_t-10,639.4861793518066
bb_width_t0,638.5896692276001
price_vs_vwap_t-5,621.2658921480179
cusum_1m_trend_aligned_t-3,586.0106480121613
is_trend_pattern_1m_t0,573.1619101762772
cmo_14_t-7,549.639729976654
adx_14_t-6,536.588031411171
cmo_14_t-3,528.9783200025558
adx_14_t-9,527.4310230016708
plus_di_14_t-1,521.3512581586838
cmo_14_t-8,516.9284600019455
trend_acceleration_ema7_t-10,500.33040058612823
plus_di_14_t-6,497.1939513683319
regime_volatility_t-1,496.19586169719696
cmo_14_t-6,494.3390289545059
cmo_14_t-9,488.4825986623764
regime_volatility_t-10,466.70810306072235
adx_14_t-10,464.9680914878845
cusum_1m_trend_aligned_t-1,462.8261104822159
minus_di_14_t-2,440.20355331897736
trend_acceleration_ema7_t-6,418.6706500053406
cmo_14_t-5,406.4924794435501
regime_volatility_t-8,403.429078578949
regime_volatility_t-2,392.54337906837463
plus_di_14_t-7,392.28484058380127
adx_14_t-2,386.12906086444855
regime_volatility_t-5,382.8491895198822
plus_di_14_t-5,366.4547815322876
adx_14_t-7,360.5683100223541
bb_position_t-6,357.12451219558716
cusum_1m_trend_aligned_t-4,355.9670103788376
adx_14_t-5,348.80110919475555
plus_di_14_t-9,344.93248891830444
adx_14_t-4,339.0532295703888
cusum_1m_trend_aligned_t-7,338.283731341362
cmo_14_t-4,337.4552209377289
regime_volatility_t-4,335.9332115650177
adx_14_t-8,318.4460290670395
plus_di_14_t-10,316.9265025854111
adx_14_t-3,313.9306002855301
regime_volatility_t-3,293.43756198883057
trend_acceleration_ema7_t-3,289.856249332428
regime_volatility_t-6,284.6015212535858
regime_volatility_t-9,280.1744199991226
is_trend_pattern_1m_t-7,264.5581316947937
trend_acceleration_ema7_t-1,257.8139420747757
minus_di_14_t-7,253.083149433136
plus_di_14_t-3,252.50110971927643
bb_width_t-8,252.46392035484314
bb_width_t-10,250.4249929189682
cusum_1m_trend_aligned_t-5,240.57793879508972
trend_acceleration_ema7_t-5,238.36428904533386
trend_acceleration_ema7_t-7,237.12481915950775
minus_di_14_t-3,232.40877962112427
bb_width_t-2,231.94606924057007
is_trend_pattern_1m_t-3,230.39502000808716
is_trend_pattern_1m_t-9,230.286278963089
bb_position_t-9,229.9692485332489
regime_volatility_t-7,225.55536091327667
minus_di_14_t-9,219.60626983642578
is_trend_pattern_1m_t-1,216.79111981391907
trend_acceleration_ema7_t-9,216.087060213089
bb_width_t-9,212.83287060260773
bb_position_t-1,211.49803018569946
bb_width_t-1,209.42489981651306
plus_di_14_t-8,206.45492041110992
bb_width_t-6,203.5379707813263
minus_di_14_t-10,200.1722606420517
trend_acceleration_ema7_t-8,192.09538877010345
plus_di_14_t-4,189.09038960933685
bb_position_t-3,180.88421022891998
cusum_1m_trend_aligned_t-10,179.9447305202484
bb_width_t-3,177.25776076316833
minus_di_14_t-5,171.525120139122
bb_width_t-7,168.9313199520111
minus_di_14_t-8,168.2303079366684
bb_position_t-7,166.13278949260712
bb_position_t-10,161.15529108047485
bb_position_t-8,160.64883995056152
bb_width_t-5,143.3943910598755
bb_width_t-4,141.31071889400482
is_trend_pattern_1m_t-10,141.1808307170868
cusum_1m_trend_aligned_t-8,139.77470993995667
trend_acceleration_ema7_t-4,136.11760020256042
bb_position_t-4,133.42694997787476
cusum_1m_trend_aligned_t-6,130.17952919006348
minus_di_14_t-6,129.04035127162933
is_trend_pattern_1m_t-4,112.33661019802094
atr_14_normalized_t-9,110.50192975997925
minus_di_14_t-4,104.0684494972229
atr_14_normalized_t-8,96.37971985340118
atr_14_normalized_t-6,96.37705063819885
atr_14_normalized_t0,92.36165916919708
bb_position_t-5,89.68447983264923
is_trend_pattern_1m_t-5,83.01400995254517
atr_14_normalized_t-10,76.87240052223206
is_trend_pattern_1m_t-2,69.54660964012146
atr_14_normalized_t-5,69.02310824394226
atr_14_normalized_t-1,67.70558881759644
atr_14_normalized_t-7,53.75205945968628
is_trend_pattern_1m_t-8,48.50715970993042
atr_14_normalized_t-3,47.49181032180786
cusum_1m_trend_aligned_t-9,44.55563008785248
is_trend_pattern_1m_t-6,42.82618999481201
atr_14_normalized_t-2,42.15034008026123
atr_14_normalized_t-4,37.41995024681091
