feature,gain
volume_ratio_ema3_t-8,2902.497703433037
volume_ratio_ema3_t-10,2878.8436150550842
volume_ratio_ema3_t-6,2747.669968485832
cmo_14_t0,2727.184503674507
volume_ratio_ema3_t-7,2676.3024773597717
minus_di_14_t0,2608.8977057933807
volume_ratio_ema3_t-4,2588.92804813385
cmo_14_t-1,2476.532562017441
volume_ratio_ema3_t-9,2235.900081396103
price_vs_vwap_t0,2134.271628141403
trend_acceleration_ema7_t0,1186.3036623001099
minus_di_14_t-1,1143.5576474666595
bb_position_t-2,1097.844096660614
bb_position_t0,1081.251834154129
price_vs_vwap_t-2,968.3344881534576
price_vs_vwap_t-10,927.7388706207275
adx_14_t0,926.639600276947
price_vs_vwap_t-9,907.9566607475281
plus_di_14_t-2,900.3436648845673
price_vs_vwap_t-1,851.9172303676605
price_vs_vwap_t-7,847.3029401302338
price_vs_vwap_t-6,840.4906879663467
price_vs_vwap_t-8,815.8818140029907
price_vs_vwap_t-3,809.7537121772766
trend_acceleration_ema7_t-2,785.0575046539307
price_vs_vwap_t-4,718.0755770206451
cmo_14_t-2,689.5856800079346
regime_volatility_t0,619.4380799531937
bb_width_t0,606.2186793088913
adx_14_t-1,599.9140837192535
cmo_14_t-10,575.8773596286774
cusum_1m_trend_aligned_t-3,555.6846776008606
price_vs_vwap_t-5,548.3760720491409
is_trend_pattern_1m_t0,523.8684704303741
cmo_14_t-7,514.1548602581024
adx_14_t-9,497.81446266174316
cmo_14_t-3,488.2292592525482
adx_14_t-6,482.44354128837585
trend_acceleration_ema7_t-10,481.39064049720764
plus_di_14_t-1,480.8383984565735
plus_di_14_t-6,476.0786316394806
cmo_14_t-6,460.45838832855225
regime_volatility_t-1,452.77489137649536
cmo_14_t-8,446.1637499332428
adx_14_t-10,432.36407124996185
cusum_1m_trend_aligned_t-1,431.01700043678284
regime_volatility_t-10,424.32744312286377
minus_di_14_t-2,422.1349630355835
cmo_14_t-9,403.2436788082123
plus_di_14_t-7,380.84166049957275
regime_volatility_t-8,375.0190485715866
trend_acceleration_ema7_t-6,374.9954798221588
regime_volatility_t-2,363.31899905204773
cmo_14_t-5,357.242759346962
bb_position_t-6,350.75497221946716
adx_14_t-2,347.247850894928
adx_14_t-7,338.14097023010254
regime_volatility_t-5,332.4767093658447
plus_di_14_t-5,331.9742817878723
adx_14_t-4,321.5882394313812
adx_14_t-5,317.93045926094055
cusum_1m_trend_aligned_t-7,312.9671814441681
cusum_1m_trend_aligned_t-4,312.2939203977585
regime_volatility_t-4,312.2621614933014
cmo_14_t-4,309.7125413417816
plus_di_14_t-9,303.25950932502747
adx_14_t-8,293.6997389793396
adx_14_t-3,293.62544989585876
trend_acceleration_ema7_t-3,272.95210909843445
regime_volatility_t-3,265.2266619205475
plus_di_14_t-10,264.7402925491333
regime_volatility_t-6,248.26457142829895
minus_di_14_t-7,241.16664934158325
trend_acceleration_ema7_t-1,238.72397208213806
regime_volatility_t-9,237.80294919013977
is_trend_pattern_1m_t-7,233.02214241027832
bb_width_t-10,232.16577291488647
trend_acceleration_ema7_t-5,225.8386390209198
bb_width_t-8,222.2295401096344
plus_di_14_t-3,221.396089553833
is_trend_pattern_1m_t-9,219.66503882408142
bb_position_t-9,219.25896859169006
minus_di_14_t-3,216.58106970787048
bb_width_t-2,213.66081929206848
is_trend_pattern_1m_t-3,212.74475002288818
cusum_1m_trend_aligned_t-5,211.71885895729065
trend_acceleration_ema7_t-7,210.26917934417725
regime_volatility_t-7,209.89876079559326
trend_acceleration_ema7_t-9,202.36276030540466
minus_di_14_t-9,196.42484974861145
bb_width_t-9,193.4687008857727
is_trend_pattern_1m_t-1,191.85718989372253
bb_width_t-6,190.12202095985413
bb_position_t-1,186.15010023117065
minus_di_14_t-10,183.25682067871094
plus_di_14_t-8,182.54834055900574
bb_width_t-1,178.83029007911682
plus_di_14_t-4,169.73699951171875
trend_acceleration_ema7_t-8,169.0374686717987
cusum_1m_trend_aligned_t-10,163.6514708995819
minus_di_14_t-5,155.17540001869202
bb_position_t-3,153.1498703956604
minus_di_14_t-8,149.1926383972168
bb_position_t-7,142.44745922088623
is_trend_pattern_1m_t-10,141.1808307170868
bb_position_t-8,141.1062297821045
bb_width_t-7,138.34601020812988
bb_position_t-10,137.89560103416443
bb_width_t-3,130.65427112579346
bb_position_t-4,130.1075999736786
cusum_1m_trend_aligned_t-8,128.93241000175476
trend_acceleration_ema7_t-4,128.45382022857666
bb_width_t-5,128.07065105438232
bb_width_t-4,126.42025876045227
cusum_1m_trend_aligned_t-6,113.58117914199829
minus_di_14_t-6,111.19861125946045
atr_14_normalized_t-9,104.62786984443665
is_trend_pattern_1m_t-4,102.27878022193909
minus_di_14_t-4,93.17502975463867
bb_position_t-5,87.5977498292923
atr_14_normalized_t0,87.03022909164429
atr_14_normalized_t-8,86.55552995204926
atr_14_normalized_t-6,79.5889503955841
is_trend_pattern_1m_t-5,78.23625993728638
is_trend_pattern_1m_t-2,66.63786959648132
atr_14_normalized_t-5,66.03858828544617
atr_14_normalized_t-1,64.69926881790161
atr_14_normalized_t-10,64.1305603981018
atr_14_normalized_t-7,51.451619386672974
is_trend_pattern_1m_t-8,43.73497986793518
atr_14_normalized_t-3,41.16619038581848
is_trend_pattern_1m_t-6,36.05808997154236
atr_14_normalized_t-2,35.42145013809204
cusum_1m_trend_aligned_t-9,35.17128014564514
atr_14_normalized_t-4,30.674110412597656
