tau,spd_per_day,precision,recall,f1,signals
0.45,90.02654084340902,0.6398071355570669,0.9926814837680712,0.778043031707574,1060
0.46,88.92244175759363,0.6409701438061173,0.9940737489025462,0.7793793847814355,1047
0.47000000000000003,87.64848127396048,0.6483365390394903,0.9940561355165775,0.784797549288099,1032
0.48,86.62931288705397,0.6550713601698337,0.9940475663226893,0.7896804990385905,1020
0.49,85.52521380123858,0.6635927425401109,0.9940476190476191,0.7958136432656421,1007
0.5,83.82659982306104,0.6657918730440354,0.9939485489334432,0.7973934766214178,987
0.51,82.63757003833678,0.66615871700793,0.9938645110899904,0.7976359674775066,973
0.52,82.12798584488351,0.6734151539271318,0.9938930016596118,0.8028102189781022,967
0.53,80.85402536125036,0.6745156206544916,0.9938080495356038,0.8035660575983157,952
0.54,78.98554998525509,0.6744946877429385,0.9952330081431912,0.8039772727272727,930
0.55,77.54172810380419,0.6772639969269183,0.9951664765065864,0.8058931045915547,913
0.56,76.09790622235329,0.6753945355518016,0.9950865800865801,0.8045350776211619,896
0.57,74.90887643762902,0.6807299600642266,0.995016501650165,0.8082838561702499,882
0.58,73.71984665290475,0.6927375488696244,0.9950331125827814,0.8167083951875568,868
0.59,72.19109407254497,0.6966758772682722,0.9949717514124294,0.8194232117610547,850
0.6,70.23768799764082,0.7027762178857223,0.9948855105105106,0.8235542304230423,827
0.61,68.70893541728104,0.7048158518989509,0.9947674276942569,0.8249761222540593,809
0.62,67.35004423473902,0.7075740029015755,0.9946680080482897,0.8268827997358084,793
0.63,66.3308758478325,0.7107142857142857,0.9946171634121275,0.8290114862513053,781
0.64,64.29253907401946,0.7147151235860913,0.994464346062859,0.8316881766179738,757
0.6499999999999999,62.848717192568564,0.7176037869545844,0.9943820224719101,0.833606072555205,740
0.6599999999999999,60.98024181657328,0.7187706158562615,0.9942083221954914,0.8343207333078858,718
0.6699999999999999,58.77204364494249,0.7240153698366955,0.994070399244035,0.8377740492170023,692
0.6799999999999999,56.73370687112946,0.7289492558723327,0.9939238860457751,0.8410281045888148,668
0.69,54.52550869949867,0.7318770933449832,0.9937253848907984,0.8428730569614548,642
0.7,52.911825420230024,0.7397907647907648,0.9936011904761906,0.848001761159656,623
