tau,spd_per_day,precision,recall,f1,signals
0.45,90.70598643468004,0.6378115177368657,0.9927070583435332,0.7765901004931028,1068
0.46,89.94161014450015,0.6441697764522044,0.9941690962099126,0.7817360848362551,1059
0.47000000000000003,88.15806546741375,0.6465826837158,0.9940737489025462,0.7835025823657416,1038
0.48,87.13889708050722,0.6492807054217897,0.9940298507462687,0.7854472630173565,1026
0.49,86.28959009141846,0.6537833888279461,0.9940119223701314,0.7886923402454507,1016
0.5,84.76083751105868,0.6645267555841234,0.9940029850209491,0.7964864077025424,998
0.51,83.82659982306104,0.6638132263738432,0.9939278342916114,0.7959839737150016,987
0.52,82.72250073724565,0.6686029833620195,0.9938927738927739,0.7993812082722683,974
0.53,81.4485402536125,0.6708509582745835,0.9938176050147154,0.8009074480544158,959
0.54,80.08964907107048,0.6777792275574113,0.9937791451403803,0.8058700509713177,943
0.55,78.73075788852846,0.6810293432696786,0.9952631159939496,0.8086019598570828,927
0.56,77.45679740489531,0.6803534303534303,0.9951922085952798,0.8080044690005534,912
0.57,75.92804482453553,0.6827951604503024,0.9951139024909517,0.8097175833932271,894
0.58,74.229430846358,0.6913910059977475,0.9950708965756845,0.8157502142948332,874
0.59,73.12533176054261,0.6914084005311053,0.9950047547127594,0.815691956148362,861
0.6,71.34178708345621,0.7013846363203375,0.9949436150299046,0.8226747815230961,840
0.61,70.06782659982306,0.7068783068783069,0.9948805460750854,0.8264426110264953,825
0.62,68.28428192273665,0.7103070446948124,0.9947547353084021,0.8287863463969658,804
0.63,66.92539074019463,0.7119894343512434,0.9946808510638299,0.8299019607843137,788
0.64,65.5664995576526,0.7124346243965975,0.9945441699811597,0.8301768108411164,772
0.6499999999999999,63.7829548805662,0.7164148400368873,0.994437154884916,0.8328300403593032,751
0.6599999999999999,61.9994102034798,0.7165193822312653,0.9942817899226488,0.8328362751065125,730
0.6699999999999999,59.791212031849014,0.7245086565236692,0.9941632466940264,0.8381397358684204,704
0.6799999999999999,57.073429666764966,0.7321428571428572,0.9939741328630218,0.8431320714814423,672
0.69,55.71453848422294,0.73309906291834,0.9938562761685038,0.8437337389424808,656
0.7,53.42140961368328,0.7390787743957934,0.9936553792145104,0.8475836060340012,629
