feature,gain
volume_ratio_ema3_t-7,3482.611573457718
volume_ratio_ema3_t-4,3369.915519595146
trend_acceleration_ema7_t-2,3187.1379010677338
volume_ratio_ema3_t-9,2992.5979734659195
price_vs_vwap_t-2,2742.1484303474426
cusum_1m_trend_aligned_t-2,2727.3309084177017
price_vs_vwap_t0,2669.095883131027
trend_acceleration_ema7_t0,2119.821526527405
bb_position_t-2,1739.6202557086945
plus_di_14_t-2,1568.01411318779
price_vs_vwap_t-1,1442.2970308065414
price_vs_vwap_t-9,1357.5920892953873
price_vs_vwap_t-3,1251.35972905159
price_vs_vwap_t-8,1185.2832615375519
cmo_14_t-2,1137.7905032634735
price_vs_vwap_t-6,1106.26376247406
price_vs_vwap_t-7,982.3313345909119
regime_volatility_t0,916.9218518733978
trend_acceleration_ema7_t-1,878.0290420055389
minus_di_14_t-2,846.0436693429947
minus_di_14_t0,831.345809340477
cmo_14_t-8,755.506868481636
adx_14_t-8,755.1347427368164
bb_width_t0,751.0018417835236
price_vs_vwap_t-5,731.0943413972855
cmo_14_t-9,731.0361897945404
regime_volatility_t-9,717.7314113378525
price_vs_vwap_t-4,691.4642804861069
regime_volatility_t-8,676.8823809623718
cmo_14_t-3,661.628620505333
adx_14_t0,653.483602643013
cusum_1m_trend_aligned_t-3,606.257891535759
regime_volatility_t-1,583.04758644104
adx_14_t-7,576.9966721534729
minus_di_14_t-3,576.0405309200287
plus_di_14_t-3,569.4767138957977
is_trend_pattern_1m_t0,557.518159866333
bb_width_t-9,543.4615511894226
adx_14_t-1,540.8504884243011
adx_14_t-9,538.1561502218246
regime_volatility_t-2,537.4155120849609
trend_acceleration_ema7_t-9,535.1641020774841
plus_di_14_t-5,533.7674424648285
regime_volatility_t-6,525.4321086406708
minus_di_14_t-1,501.8031208515167
plus_di_14_t-7,485.3261194229126
cmo_14_t-6,480.879230260849
bb_width_t-8,479.9852590560913
regime_volatility_t-4,474.8415877819061
bb_width_t-4,466.8984065055847
cmo_14_t-7,466.8692276477814
bb_width_t-6,461.72792065143585
bb_width_t-3,460.8591865077615
bb_width_t-1,454.59799361228943
bb_width_t-2,452.96884989738464
regime_volatility_t-5,447.56022024154663
bb_width_t-5,440.5281205177307
adx_14_t-2,437.9917712211609
minus_di_14_t-9,436.5249135494232
regime_volatility_t-7,426.2006515264511
adx_14_t-6,419.66454005241394
cmo_14_t-4,404.91777873039246
regime_volatility_t-3,397.1436903476715
bb_width_t-7,383.307199716568
bb_position_t-3,377.4052107334137
cusum_1m_trend_aligned_t-1,376.6434497833252
cmo_14_t-5,363.33774971961975
cusum_1m_trend_aligned_t-4,357.7317409515381
adx_14_t-3,355.5002393722534
bb_position_t-1,353.79330003261566
minus_di_14_t-5,336.35794711112976
trend_acceleration_ema7_t-3,331.3660078048706
plus_di_14_t-9,327.10636353492737
cusum_1m_trend_aligned_t-5,312.44952952861786
trend_acceleration_ema7_t-4,310.75728011131287
adx_14_t-5,298.90081810951233
trend_acceleration_ema7_t-8,298.8321397304535
bb_position_t-9,293.6420600414276
plus_di_14_t-6,275.4939398765564
trend_acceleration_ema7_t-6,265.16831851005554
bb_position_t-6,265.1507978439331
minus_di_14_t-6,262.5327978134155
minus_di_14_t-7,260.15723037719727
plus_di_14_t-8,256.92060899734497
trend_acceleration_ema7_t-7,256.53828978538513
cusum_1m_trend_aligned_t-6,250.35329163074493
is_trend_pattern_1m_t-7,239.99441862106323
trend_acceleration_ema7_t-5,234.93810081481934
minus_di_14_t-8,222.28568243980408
is_trend_pattern_1m_t-9,222.16339945793152
bb_position_t-8,216.71010971069336
is_trend_pattern_1m_t-4,216.36605072021484
adx_14_t-4,193.97637009620667
atr_14_normalized_t0,192.01436042785645
bb_position_t-5,186.75727152824402
atr_14_normalized_t-5,164.96782898902893
cusum_1m_trend_aligned_t-9,161.05663061141968
is_trend_pattern_1m_t-1,157.70923924446106
bb_position_t-7,156.09529161453247
cusum_1m_trend_aligned_t-7,156.0803599357605
plus_di_14_t-4,153.90462017059326
bb_position_t-4,148.9698611497879
minus_di_14_t-4,139.11610078811646
atr_14_normalized_t-3,137.92414951324463
atr_14_normalized_t-2,136.37886118888855
atr_14_normalized_t-7,134.84677076339722
is_trend_pattern_1m_t-3,134.5467495918274
atr_14_normalized_t-1,131.73559999465942
atr_14_normalized_t-6,131.58825016021729
atr_14_normalized_t-9,131.52175068855286
cusum_1m_trend_aligned_t-8,111.97275066375732
atr_14_normalized_t-8,96.2482795715332
is_trend_pattern_1m_t-6,88.02487087249756
is_trend_pattern_1m_t-2,86.40597081184387
atr_14_normalized_t-4,84.63769125938416
is_trend_pattern_1m_t-5,76.98193979263306
is_trend_pattern_1m_t-8,76.82014918327332
cusum_1m_recent_t-9,0.0
cusum_1m_recent_t0,0.0
cusum_1m_recent_t-5,0.0
cusum_1m_recent_t-3,0.0
cusum_1m_recent_t-4,0.0
cusum_1m_recent_t-1,0.0
cusum_1m_recent_t-8,0.0
cusum_1m_recent_t-6,0.0
cusum_1m_recent_t-7,0.0
cusum_1m_recent_t-2,0.0
