tau,spd_per_day,precision,recall,f1,signals
0.45,89.11858407079646,0.6393821901849425,0.9925764307162801,0.7776065769837892,1049
0.46,87.929203539823,0.6442596097028266,0.9940293719255722,0.7816316076474379,1035
0.47000000000000003,86.48495575221239,0.6488536645655667,0.993975684993649,0.7849765258215963,1018
0.48,84.61592920353982,0.6560000484021249,0.9939105772439105,0.7901613569088337,996
0.49,83.76637168141593,0.6657363498649806,0.9939391713194241,0.7972323284823285,986
0.5,82.66194690265486,0.6683487595621487,0.9954217093535979,0.799583625844247,973
0.51,81.30265486725663,0.671055160484336,0.9953739324459491,0.8014981273408239,957
0.52,79.85840707964601,0.6810978701825559,0.9953596175434521,0.8085995862544535,940
0.53,78.32920353982301,0.6867943619549616,0.995306580678345,0.8125964010282777,922
0.54,77.39469026548673,0.6864080337858686,0.9952470807844092,0.8122622964108869,911
0.55,76.03539823008849,0.6918472234708861,0.9951919100008272,0.8161321722201943,895
0.56,74.76106194690266,0.7013600731711098,0.9951560370035069,0.82275960170697,880
0.57,73.06194690265487,0.7038597459668037,0.9950603257047017,0.8244042093380763,860
0.58,71.61769911504425,0.7059621664227002,0.9949832775919732,0.8258701004473317,843
0.59,70.08849557522124,0.7080907519141879,0.9948682224544294,0.827296082209377,825
0.6,68.729203539823,0.7095715019443833,0.9947723885977984,0.8283036160639894,809
0.61,67.45486725663717,0.710460989530757,0.9946796594982079,0.8288655562036857,794
0.62,66.26548672566372,0.7129537633488837,0.9945959789985914,0.8305332196321977,780
0.63,65.16106194690265,0.7132625994694961,0.9963369963369964,0.8313374913374914,767
0.64,63.63185840707965,0.7158009615247443,0.9962686567164178,0.8330080672431284,749
0.6499999999999999,62.272566371681414,0.716618503567545,0.9962406015037594,0.8334236220472441,733
0.6599999999999999,60.488495575221236,0.7235164141414141,0.9961977186311788,0.8380710256613967,712
0.6699999999999999,58.3646017699115,0.7252055955913522,0.996031746031746,0.8391639363810324,687
0.6799999999999999,56.32566371681416,0.7303555490792517,0.995850622406639,0.8426002824944381,663
0.69,54.3716814159292,0.7331291340582896,0.9957627118644068,0.8443789743888921,640
0.7,52.842477876106194,0.7353890728476822,0.9956709956709957,0.8457019213650867,622
