tau,spd_per_day,precision,recall,f1,signals
0.45,90.38795394154118,0.6341788056904336,0.9925969447708578,0.7736900117359724,1063
0.46,88.34720992028343,0.6447322489601901,0.9925528260505756,0.7815363701133674,1039
0.47000000000000003,87.49689991142604,0.651113172541744,0.9925579511026562,0.7861683941329666,1029
0.48,86.13640389725421,0.6543670050245759,0.992471667566109,0.7885541390697932,1013
0.49,84.77590788308237,0.658681185722928,0.992397457270046,0.7917001806842687,997
0.5,83.67050487156776,0.6601818723911748,0.992306828391734,0.7927821381213489,984
0.51,82.13994685562444,0.6703643578643579,0.9922948026396302,0.8000694511371476,966
0.52,80.5243578387954,0.6743258708246906,0.9921773647013263,0.8028535932964009,947
0.53,79.16386182462357,0.6807256235827664,0.9921125098347758,0.807321289625243,931
0.54,77.46324180690877,0.6937557991185339,0.9936443200762086,0.8168188399967822,911
0.55,76.61293179805138,0.6990254094959594,0.9936133027064815,0.8205117729569256,901
0.56,75.08237378210806,0.7078432885733394,0.9935673701298702,0.826479619589058,883
0.57,73.80690876882197,0.7114005666264465,0.9951452269203152,0.8295590117351034,868
0.58,72.27635075287866,0.7140136371712864,0.9950304325304326,0.8312419998494089,850
0.59,70.74579273693534,0.7210262741483942,0.9965870307167235,0.8365141811170825,832
0.6,69.04517271922055,0.7242115327231429,0.9965034965034965,0.8385936459563134,812
0.61,67.34455270150576,0.730916067146283,0.9964788732394366,0.8430683576416305,792
0.62,65.89902568644818,0.7285285285285286,0.9964028776978417,0.8415103415103415,775
0.63,64.19840566873339,0.7291622734876921,0.9963235294117647,0.8419150561776687,755
0.64,62.0726306465899,0.7320065512681813,0.9962546816479401,0.8437853424708834,730
0.6499999999999999,59.60673162090345,0.7321957852908605,0.9961685823754789,0.8438111211805602,701
0.6599999999999999,58.50132860938884,0.7314539306846999,0.99609375,0.8433022489783759,688
0.6699999999999999,56.37555358724535,0.7468463302752293,0.996031746031746,0.8534656761762074,663
0.6799999999999999,54.16474756421612,0.7487973423236923,0.9959349593495934,0.8547259206912612,637
0.69,52.804251550044285,0.7550208510550012,0.9959183673469387,0.8587198394345303,621
0.7,50.59344552701506,0.7539407920030757,0.9958333333333333,0.8578974358974358,595
