feature,gain
candle_relative_body_t-5,6360.856588423252
cusum_1m_price_move_t-10,6346.113580584526
cusum_1m_price_move_t-11,6332.041324496269
lower_shadow_ratio_t-8,6321.264893174171
upper_shadow_ratio_t-7,6305.897856712341
volume_t-11,6232.134500741959
lower_shadow_ratio_t-9,6223.957591056824
body_to_range_ratio_1m_t-9,6207.427064180374
cusum_1m_price_move_t-8,6166.496626615524
close_position_in_range_1m_t-8,6162.254848003387
close_position_in_range_1m_t-4,6130.512147784233
candle_relative_body_t-11,6057.145931839943
lower_shadow_ratio_t-7,6025.162017405033
upper_shadow_ratio_t-11,5967.182789325714
volume_ratio_ema3_t-2,5949.066723823547
volume_t-9,5915.539735674858
close_position_in_range_1m_t-7,5874.2936770915985
close_position_in_range_1m_t-5,5603.181301355362
candle_relative_body_t-2,5394.3080550432205
volume_ratio_ema3_t-5,4181.966022014618
bb_position_t-2,3757.920912504196
volume_ratio_ema3_t-10,3320.532076448202
volume_ratio_ema3_t-3,3188.677933573723
volume_ratio_ema3_t-8,3021.773956656456
volume_ratio_ema3_t-4,3010.9952771663666
plus_di_14_t-1,2991.0648810863495
volume_ratio_ema3_t-9,2807.9013996124268
plus_di_14_t-2,2761.0873856544495
volume_ratio_ema3_t-7,2663.4624853134155
volume_ratio_ema3_t-6,2635.5877029895782
volume_ratio_ema3_t-11,2525.0763561725616
cusum_1m_trend_aligned_t-2,2475.508283138275
trend_acceleration_ema7_t0,2465.91686463356
cmo_14_t-2,2231.1984148025513
trend_acceleration_ema7_t-2,2152.1988396644592
price_vs_vwap_t-2,2028.9553742408752
minus_di_14_t-1,2016.6332240104675
price_vs_vwap_t0,2010.6987590789795
price_vs_vwap_t-1,1740.2314513921738
minus_di_14_t0,1118.8906755447388
price_vs_vwap_t-11,1017.248601436615
price_vs_vwap_t-9,853.840695142746
adx_14_t0,824.1497182846069
price_vs_vwap_t-3,790.1201927661896
price_vs_vwap_t-5,759.0238169431686
price_vs_vwap_t-8,749.9539704322815
regime_volatility_t0,744.7431135177612
cmo_14_t-11,728.4467406272888
minus_di_14_t-3,725.764208316803
bb_width_t0,693.3939290046692
price_vs_vwap_t-7,667.7701289653778
minus_di_14_t-2,667.2390909194946
cusum_1m_trend_aligned_t-3,644.9401640892029
trend_acceleration_ema7_t-1,634.2451388835907
price_vs_vwap_t-10,624.0855119228363
cusum_1m_trend_aligned_t-1,622.5034058094025
plus_di_14_t-5,614.0500388145447
price_vs_vwap_t-6,595.5210285186768
bb_width_t-11,540.1468913555145
trend_acceleration_ema7_t-10,503.45986676216125
regime_volatility_t-8,485.0691587924957
regime_volatility_t-1,470.48860931396484
is_trend_pattern_1m_t0,462.1716294288635
adx_14_t-1,461.31511330604553
cmo_14_t-10,449.05046010017395
plus_di_14_t-7,449.0118362903595
cmo_14_t-9,446.58318996429443
plus_di_14_t-3,440.2706069946289
adx_14_t-8,431.77703082561493
adx_14_t-11,431.1476192474365
price_vs_vwap_t-4,416.43900966644287
adx_14_t-2,414.7623703479767
adx_14_t-10,406.9411585330963
cusum_1m_trend_aligned_t-4,404.9048092365265
bb_position_t-3,402.8885395526886
adx_14_t-9,391.45075964927673
bb_width_t-10,384.96933794021606
regime_volatility_t-5,384.85397934913635
bb_position_t-1,369.34790301322937
regime_volatility_t-11,353.4519488811493
regime_volatility_t-2,330.5007907152176
bb_width_t-3,328.4900014400482
bb_width_t-4,324.42342948913574
regime_volatility_t-6,317.10704016685486
bb_width_t-2,315.78461956977844
cmo_14_t-7,314.86718940734863
cmo_14_t-3,311.13405871391296
cmo_14_t-5,304.31706833839417
cmo_14_t-4,303.2606210708618
plus_di_14_t-8,296.1168096065521
adx_14_t-3,294.79516673088074
cmo_14_t-8,293.66921281814575
regime_volatility_t-7,291.67860102653503
bb_width_t-9,286.59821009635925
bb_width_t-6,285.3266599178314
regime_volatility_t-10,285.21079111099243
trend_acceleration_ema7_t-11,281.02761054039
cusum_1m_trend_aligned_t-6,280.2004201412201
bb_position_t-11,275.08865880966187
trend_acceleration_ema7_t-4,268.58349776268005
regime_volatility_t-9,266.4483208656311
bb_width_t-1,265.87444829940796
regime_volatility_t-3,260.97249031066895
minus_di_14_t-8,260.8878514766693
plus_di_14_t-11,256.29964113235474
adx_14_t-5,251.10708212852478
cmo_14_t-6,245.79822039604187
bb_width_t-8,245.41200804710388
minus_di_14_t-6,244.75650835037231
trend_acceleration_ema7_t-5,242.26771068572998
adx_14_t-6,237.0300588607788
regime_volatility_t-4,226.9820592403412
atr_14_normalized_t0,226.42195010185242
trend_acceleration_ema7_t-9,218.56932020187378
trend_acceleration_ema7_t-3,216.5515911579132
bb_position_t-10,203.67996978759766
plus_di_14_t-9,203.6552596092224
minus_di_14_t-5,202.56517267227173
is_trend_pattern_1m_t-9,197.18670046329498
cusum_1m_trend_aligned_t-5,194.8174707889557
trend_acceleration_ema7_t-6,189.8991003036499
bb_width_t-5,189.7349910736084
plus_di_14_t-4,185.5536093711853
plus_di_14_t-6,183.57571983337402
minus_di_14_t-7,181.5666003227234
bb_position_t-6,181.44606852531433
bb_width_t-7,181.12337017059326
cusum_1m_trend_aligned_t-7,178.71626996994019
plus_di_14_t-10,173.9983012676239
adx_14_t-7,169.34817957878113
atr_14_normalized_t-1,164.56973934173584
trend_acceleration_ema7_t-8,162.9036102294922
minus_di_14_t-4,158.2481119632721
cusum_1m_trend_aligned_t-10,154.05191922187805
atr_14_normalized_t-11,150.707350730896
adx_14_t-4,145.8822910785675
minus_di_14_t-9,144.90247082710266
is_trend_pattern_1m_t-3,144.25739908218384
is_trend_pattern_1m_t-4,141.60909008979797
atr_14_normalized_t-8,134.26023936271667
bb_position_t-7,133.1601493358612
atr_14_normalized_t-7,130.00884985923767
bb_position_t-9,128.56714940071106
is_trend_pattern_1m_t-1,128.495929479599
bb_position_t-8,127.6044487953186
cusum_1m_trend_aligned_t-11,121.14250993728638
bb_position_t-5,116.47284054756165
cusum_1m_trend_aligned_t-9,115.66764998435974
minus_di_14_t-10,114.8671202659607
is_trend_pattern_1m_t-10,114.58111882209778
trend_acceleration_ema7_t-7,108.7811712026596
is_trend_pattern_1m_t-8,108.67706871032715
bb_position_t-4,97.92315936088562
is_trend_pattern_1m_t-2,93.4153299331665
atr_14_normalized_t-2,92.06615900993347
cusum_1m_trend_aligned_t-8,90.5381498336792
atr_14_normalized_t-10,81.3196702003479
is_trend_pattern_1m_t-6,80.52394032478333
atr_14_normalized_t-6,79.06639051437378
is_trend_pattern_1m_t-7,75.85874056816101
atr_14_normalized_t-4,72.11272048950195
is_trend_pattern_1m_t-5,69.09298944473267
atr_14_normalized_t-9,67.01734042167664
minus_di_14_t-11,63.826990365982056
atr_14_normalized_t-3,62.837108850479126
atr_14_normalized_t-5,60.34328007698059
is_trend_pattern_1m_t-11,31.58126926422119
cusum_1m_recent_t-9,0.0
cusum_1m_recent_t-7,0.0
cusum_1m_recent_t-3,0.0
cusum_1m_recent_t0,0.0
cusum_1m_recent_t-1,0.0
cusum_1m_recent_t-6,0.0
cusum_1m_recent_t-11,0.0
cusum_1m_recent_t-4,0.0
cusum_1m_recent_t-8,0.0
cusum_1m_recent_t-2,0.0
cusum_1m_recent_t-5,0.0
cusum_1m_recent_t-10,0.0
