feature,gain
close_position_in_range_1m_t-10,7971.078888833523
cusum_1m_price_move_t-4,7961.61868596077
cusum_1m_quality_score_t-6,7945.884952604771
candle_relative_body_t-3,7881.969338059425
cusum_1m_price_move_t-6,7871.329177483916
upper_shadow_ratio_t-3,7870.074690580368
lower_shadow_ratio_t-9,7625.06843316555
candle_relative_body_t-10,7602.854999303818
candle_relative_body_t-8,7601.404436826706
candle_relative_body_t-7,7537.999146103859
close_position_in_range_1m_t-7,7516.904393672943
cusum_1m_quality_score_t-4,7478.681815266609
body_to_range_ratio_1m_t-5,7451.728599250317
cusum_1m_price_move_t-8,7372.061712741852
upper_shadow_ratio_t-7,7349.38127720356
body_to_range_ratio_1m_t-9,7330.209181547165
volume_t-7,7272.672546505928
lower_shadow_ratio_t-6,7266.457230210304
upper_shadow_ratio_t-4,7266.0597448349
volume_t-9,7166.61520087719
volume_ratio_ema3_t-2,7157.131788134575
close_position_in_range_1m_t-4,7140.682456970215
upper_shadow_ratio_t-8,7101.765488862991
close_position_in_range_1m_t-8,7033.935232281685
lower_shadow_ratio_t-7,6988.002837777138
candle_relative_body_t-5,6888.931971549988
candle_relative_body_t-2,6694.217801570892
close_position_in_range_1m_t-5,6647.427313685417
volume_ratio_ema3_t-5,4345.793034315109
volume_ratio_ema3_t-3,4209.008486747742
plus_di_14_t-1,3798.4216368198395
volume_ratio_ema3_t-10,3788.005469083786
volume_ratio_ema3_t-6,3686.4784795045853
volume_ratio_ema3_t-8,3503.33516061306
volume_ratio_ema3_t-7,3420.6819585561752
price_vs_vwap_t-2,3052.675520181656
volume_ratio_ema3_t-4,2952.5870735645294
trend_acceleration_ema7_t-2,2861.4261798858643
volume_ratio_ema3_t-9,2736.3874830007553
bb_position_t-2,2696.8324114084244
cusum_1m_trend_aligned_t-2,2336.2446892261505
price_vs_vwap_t0,2335.6487441062927
trend_acceleration_ema7_t0,2263.6723597049713
plus_di_14_t-2,2112.3534183502197
minus_di_14_t-1,1263.1919538974762
minus_di_14_t0,1242.4351460933685
cmo_14_t-2,1208.6008417606354
price_vs_vwap_t-1,1161.4396269321442
price_vs_vwap_t-3,1104.5266511440277
price_vs_vwap_t-10,991.3766272068024
price_vs_vwap_t-9,978.567994594574
price_vs_vwap_t-7,865.1764402389526
price_vs_vwap_t-5,854.3208247423172
price_vs_vwap_t-6,766.3623130321503
bb_width_t0,764.7804434299469
trend_acceleration_ema7_t-1,738.7676321268082
price_vs_vwap_t-8,738.7637535333633
price_vs_vwap_t-4,713.9005690813065
regime_volatility_t0,702.0328114032745
minus_di_14_t-2,696.498702287674
regime_volatility_t-6,659.2041635513306
is_trend_pattern_1m_t0,635.0861926078796
adx_14_t-9,626.9687087535858
adx_14_t0,622.447018623352
bb_position_t-1,606.6953630447388
regime_volatility_t-9,605.4559010267258
regime_volatility_t-10,599.717027425766
cusum_1m_trend_aligned_t-1,595.3924767971039
adx_14_t-10,594.708833694458
cusum_1m_trend_aligned_t-3,593.0994460582733
cmo_14_t-10,585.2234408855438
trend_acceleration_ema7_t-10,579.1150994300842
adx_14_t-8,569.0178112983704
cmo_14_t-3,554.8581063747406
adx_14_t-1,529.7758003473282
minus_di_14_t-3,517.0306181907654
cmo_14_t-5,515.4512796401978
plus_di_14_t-5,508.7206196784973
cmo_14_t-8,504.68089962005615
bb_width_t-10,499.83672988414764
bb_width_t-1,488.17119121551514
cusum_1m_trend_aligned_t-4,478.37193179130554
bb_width_t-3,458.3916606903076
regime_volatility_t-3,457.9541997909546
regime_volatility_t-5,442.4831097126007
cmo_14_t-9,436.0832796096802
regime_volatility_t-1,435.34365010261536
regime_volatility_t-8,431.41251814365387
bb_width_t-7,425.8129107952118
adx_14_t-2,416.15786027908325
plus_di_14_t-3,413.2325222492218
bb_width_t-4,409.4771194458008
cmo_14_t-4,407.5857400894165
bb_width_t-9,406.97422194480896
regime_volatility_t-2,404.1308994293213
bb_width_t-8,401.76604652404785
bb_position_t-3,389.41939091682434
adx_14_t-7,383.56194710731506
adx_14_t-3,382.167857170105
cusum_1m_trend_aligned_t-5,376.4115102291107
cmo_14_t-7,371.32554268836975
cmo_14_t-6,369.9750819206238
regime_volatility_t-7,368.74930143356323
plus_di_14_t-9,366.245760679245
plus_di_14_t-10,366.12541937828064
trend_acceleration_ema7_t-3,354.4642904996872
bb_width_t-2,347.3889789581299
plus_di_14_t-7,337.42523860931396
adx_14_t-6,336.3239207267761
trend_acceleration_ema7_t-5,320.50637006759644
plus_di_14_t-6,306.9081299304962
trend_acceleration_ema7_t-9,290.7761197090149
bb_width_t-5,287.54229068756104
adx_14_t-4,286.4138288497925
regime_volatility_t-4,281.7032973766327
adx_14_t-5,274.67322969436646
bb_position_t-10,257.605220079422
trend_acceleration_ema7_t-7,256.2389509677887
minus_di_14_t-5,251.8090078830719
trend_acceleration_ema7_t-4,251.34412121772766
cusum_1m_trend_aligned_t-6,244.00122785568237
trend_acceleration_ema7_t-8,241.73612022399902
bb_width_t-6,240.18016028404236
cusum_1m_trend_aligned_t-10,236.59186935424805
plus_di_14_t-8,233.8450198173523
is_trend_pattern_1m_t-9,232.59247994422913
minus_di_14_t-4,231.390869140625
minus_di_14_t-7,224.07666993141174
minus_di_14_t-6,203.5591516494751
minus_di_14_t-10,202.39759957790375
cusum_1m_trend_aligned_t-7,200.94290947914124
minus_di_14_t-9,193.45580089092255
trend_acceleration_ema7_t-6,178.30558109283447
is_trend_pattern_1m_t-7,171.11394023895264
minus_di_14_t-8,162.61840963363647
plus_di_14_t-4,160.14163088798523
bb_position_t-4,156.94355082511902
bb_position_t-9,156.2725887298584
bb_position_t-6,156.0878711938858
cusum_1m_trend_aligned_t-9,145.95822095870972
is_trend_pattern_1m_t-1,141.78250002861023
is_trend_pattern_1m_t-3,140.92695021629333
bb_position_t-7,121.71471118927002
is_trend_pattern_1m_t-4,117.12342953681946
bb_position_t-5,116.73431181907654
bb_position_t-8,100.98581945896149
cusum_1m_trend_aligned_t-8,100.51578044891357
is_trend_pattern_1m_t-5,91.3156590461731
is_trend_pattern_1m_t-10,84.66665077209473
is_trend_pattern_1m_t-6,76.87137985229492
is_trend_pattern_1m_t-2,54.77623987197876
is_trend_pattern_1m_t-8,53.91705012321472
