tau,spd_per_day,precision,recall,f1,signals
0.45,97.73653165552497,0.5906394963552022,0.973221795025832,0.7344936708860759,863
0.46,96.2642548171451,0.5991790434664123,0.9714741000089775,0.740297049052179,850
0.47000000000000003,94.56547384978371,0.6075500843090783,0.9711953731388361,0.7466135209344964,835
0.48,92.64018875344082,0.6134269497272593,0.9748381675588198,0.7519654251750258,818
0.49,91.50766810853322,0.6239692812800725,0.9789510489510489,0.760949726960536,808
0.5,89.9221392056626,0.6236288729465586,0.9806877326415187,0.7615208128482465,794
0.51,88.67636649626425,0.6299488419309165,0.982532751091703,0.7666793104901588,783
0.52,87.43059378686591,0.6366993632765445,0.9823788546255506,0.7715643052599575,772
0.53,85.84506488399528,0.6410426267281106,0.9840182648401826,0.7750578196449505,758
0.54,84.59929217459694,0.6438703665355145,0.9838709677419355,0.7773049645390071,747
0.55,83.69327565867086,0.6457123411978222,0.9858490566037736,0.7795666865434308,739
0.56,81.88124262681872,0.6551773049645391,0.98407291146465,0.7856911585106081,723
0.57,79.95595753047581,0.6564047949276798,0.9860851525119617,0.7873031273437221,706
0.58,77.12465591820684,0.6566131710016603,0.9903777546735164,0.7887891507910882,681
0.59,75.42587495084545,0.6571456533288594,0.9901787989467425,0.7892009890783649,666
0.6,74.97286669288242,0.6594501750644105,0.9901383196721312,0.7908845087668577,662
0.61,72.59457333857648,0.6717633480529908,0.9900866596638656,0.7995602249481464,641
0.62,71.23554856468738,0.677475505524286,0.9920634920634921,0.8043365421782105,629
0.63,68.9705072748722,0.6849868197658833,0.9917582417582418,0.8095563806918116,609
0.64,67.38497837200157,0.6912639274129095,0.9915254237288136,0.8138549693091289,595
0.6499999999999999,65.45969327565867,0.6981464917511429,0.9942857142857142,0.81947411315575,578
0.6599999999999999,63.30790405033425,0.7004058549567531,0.9941520467836258,0.820597077856606,559
0.6699999999999999,61.72237514746362,0.6980838725943357,0.9939024390243902,0.8192727976017793,545
0.6799999999999999,59.910342115611485,0.6990819398491759,0.9937106918238994,0.8197615866817387,529
0.69,57.75855289028706,0.7118774738113783,0.99375,0.8285826882173204,510
0.7,55.493511600471884,0.7170906076775632,0.993421052631579,0.83225840281055,490
