feature,gain
atr_14_normalized_t-2,96.50976872444153
atr_14_normalized_t-1,81.935800075531
is_trend_pattern_1m_t-8,80.63722085952759
bb_position_t-7,79.1182291507721
atr_14_normalized_t-4,79.09220027923584
atr_14_normalized_t-8,72.41309022903442
is_trend_pattern_1m_t-2,51.984649658203125
is_trend_pattern_1m_t-6,51.09105968475342
is_trend_pattern_1m_t-5,39.073309659957886
cusum_1m_recent_t-3,0.0
cusum_1m_recent_t0,0.0
cusum_1m_recent_t-9,0.0
cusum_1m_recent_t-8,0.0
cusum_1m_recent_t-10,0.0
cusum_1m_recent_t-7,0.0
cusum_1m_recent_t-6,0.0
cusum_1m_recent_t-2,0.0
cusum_1m_recent_t-5,0.0
cusum_1m_recent_t-1,0.0
cusum_1m_recent_t-4,0.0
