feature,gain
price_vs_vwap_t-17,236.89177179336548
price_vs_vwap_t-27,229.561288356781
is_trend_pattern_1m_t0,227.94651985168457
cmo_14_t-5,227.82348132133484
price_vs_vwap_t-20,218.50867986679077
cmo_14_t-29,216.5840196609497
regime_volatility_t-29,216.21000242233276
bb_position_t-3,215.3379511833191
price_vs_vwap_t-21,211.8177409172058
plus_di_14_t-5,203.87197065353394
price_vs_vwap_t-5,202.31854224205017
price_vs_vwap_t-7,201.57835960388184
price_vs_vwap_t-10,197.63133239746094
adx_14_t-8,196.37691974639893
bb_width_t0,195.4835708141327
price_vs_vwap_t-6,188.6138997077942
minus_di_14_t-10,180.5701403617859
cmo_14_t-21,179.84720039367676
price_vs_vwap_t-26,178.36266040802002
cusum_1m_trend_aligned_t-14,177.1081200838089
price_vs_vwap_t-14,169.25211906433105
bb_width_t-12,168.73110103607178
price_vs_vwap_t-25,166.3650176525116
regime_volatility_t-28,166.26165986061096
adx_14_t-16,165.025310754776
price_vs_vwap_t-29,162.35209012031555
is_trend_pattern_1m_t-12,161.57949781417847
minus_di_14_t-8,159.68568992614746
regime_volatility_t-7,156.48323106765747
regime_volatility_t-13,155.96298813819885
regime_volatility_t0,153.61510181427002
adx_14_t-10,148.69987964630127
plus_di_14_t-29,147.94287014007568
cusum_1m_trend_aligned_t-4,147.3588809967041
cusum_1m_trend_aligned_t-27,146.95340871810913
regime_volatility_t-9,142.52976036071777
price_vs_vwap_t-12,141.1090202331543
trend_acceleration_ema7_t-6,140.69536781311035
adx_14_t-15,140.08573842048645
regime_volatility_t-6,138.85252022743225
minus_di_14_t-18,138.1474804878235
cmo_14_t-4,137.60710954666138
regime_volatility_t-3,137.1291401386261
bb_width_t-3,137.01879858970642
cmo_14_t-26,135.97541975975037
bb_width_t-29,135.17156982421875
regime_volatility_t-1,135.0757188796997
adx_14_t-23,131.28597021102905
adx_14_t-1,131.1058292388916
cmo_14_t-28,126.48207974433899
cusum_1m_trend_aligned_t-22,124.98505854606628
cmo_14_t-7,122.40757083892822
bb_width_t-15,121.88390922546387
trend_acceleration_ema7_t-3,119.87600994110107
cusum_1m_trend_aligned_t-5,119.63512992858887
adx_14_t-3,119.45388889312744
cusum_1m_trend_aligned_t-24,117.70201921463013
regime_volatility_t-18,116.64024949073792
regime_volatility_t-2,116.46004915237427
bb_width_t-11,116.31343984603882
is_trend_pattern_1m_t-21,116.18649053573608
adx_14_t-29,114.44999027252197
cmo_14_t-3,113.90725994110107
bb_width_t-18,113.1944899559021
adx_14_t-28,111.66330051422119
plus_di_14_t-11,111.17428159713745
trend_acceleration_ema7_t-21,110.79688930511475
adx_14_t-2,110.46230006217957
plus_di_14_t-6,109.49899959564209
adx_14_t-20,109.40465092658997
atr_14_normalized_t-29,109.3144097328186
is_trend_pattern_1m_t-9,108.48395824432373
bb_width_t-4,108.1822099685669
minus_di_14_t-4,107.37878131866455
cmo_14_t-8,107.35986971855164
adx_14_t-11,105.63140034675598
bb_width_t-9,103.54260993003845
cmo_14_t-11,102.63061857223511
bb_width_t-23,102.61997890472412
regime_volatility_t-5,101.72706985473633
plus_di_14_t-3,99.26308012008667
bb_width_t-27,98.57054042816162
bb_width_t-20,97.84349060058594
cmo_14_t-27,97.8093409538269
bb_width_t-7,97.64905834197998
adx_14_t-21,96.71680927276611
bb_width_t-26,96.44398021697998
minus_di_14_t-7,96.20629215240479
cmo_14_t-17,95.7089409828186
cmo_14_t-6,94.93552851676941
plus_di_14_t-7,94.53246092796326
price_vs_vwap_t-4,94.07965993881226
is_trend_pattern_1m_t-14,92.91882085800171
regime_volatility_t-24,92.72078013420105
bb_width_t-28,92.43197011947632
adx_14_t-13,92.22652053833008
regime_volatility_t-19,91.20936894416809
cmo_14_t-22,91.20741057395935
plus_di_14_t-26,91.19270014762878
bb_width_t-25,90.56637001037598
bb_width_t-21,90.22642993927002
cusum_1m_trend_aligned_t-7,90.09236001968384
bb_width_t-19,90.07398080825806
is_trend_pattern_1m_t-13,90.03209900856018
trend_acceleration_ema7_t-26,89.72141933441162
trend_acceleration_ema7_t-24,89.69783020019531
is_trend_pattern_1m_t-3,89.43583059310913
adx_14_t-4,89.02455997467041
cmo_14_t-13,88.84145975112915
adx_14_t-24,88.83754014968872
is_trend_pattern_1m_t-25,88.67127013206482
cusum_1m_trend_aligned_t-12,88.48672032356262
cmo_14_t-9,87.89611959457397
cmo_14_t-12,87.87265110015869
bb_position_t-1,87.32950830459595
trend_acceleration_ema7_t-14,87.32446098327637
minus_di_14_t-16,86.97445034980774
trend_acceleration_ema7_t-10,86.88419032096863
regime_volatility_t-26,86.74911880493164
trend_acceleration_ema7_t-18,84.24433898925781
regime_volatility_t-27,82.73601961135864
cmo_14_t-14,82.68838930130005
bb_width_t-14,80.87181043624878
cmo_14_t-10,80.72718954086304
is_trend_pattern_1m_t-8,80.00982856750488
regime_volatility_t-20,79.83321046829224
trend_acceleration_ema7_t-17,79.55701088905334
cmo_14_t-15,78.973379611969
bb_position_t-9,78.67668962478638
adx_14_t-18,78.65285062789917
trend_acceleration_ema7_t-23,78.63069987297058
adx_14_t-12,78.57205057144165
bb_position_t-29,78.23458051681519
adx_14_t-22,78.09468936920166
cmo_14_t-25,77.87121033668518
plus_di_14_t-28,76.08652949333191
bb_width_t-24,75.64267063140869
adx_14_t-19,75.39355945587158
bb_width_t-22,75.30400013923645
trend_acceleration_ema7_t-27,74.47139048576355
minus_di_14_t-25,74.32183027267456
regime_volatility_t-4,74.17386031150818
bb_width_t-13,74.14771914482117
plus_di_14_t-17,73.69169020652771
adx_14_t-26,73.25815916061401
cmo_14_t-19,72.71772861480713
bb_width_t-5,72.01526975631714
cusum_1m_trend_aligned_t-23,71.87455987930298
regime_volatility_t-8,71.86033058166504
bb_position_t-15,71.2886815071106
cmo_14_t-23,70.2069001197815
plus_di_14_t-14,69.90665888786316
cmo_14_t-24,69.84992027282715
bb_position_t-25,69.81693911552429
is_trend_pattern_1m_t-10,69.63635969161987
trend_acceleration_ema7_t-11,69.486088514328
regime_volatility_t-16,69.33842921257019
bb_position_t-11,68.67720079421997
plus_di_14_t-18,68.63011145591736
adx_14_t-9,67.38453960418701
minus_di_14_t-13,67.13172101974487
regime_volatility_t-10,66.94366979598999
bb_width_t-6,66.36467933654785
is_trend_pattern_1m_t-17,66.16720032691956
trend_acceleration_ema7_t-22,64.478919506073
bb_width_t-10,64.06975054740906
atr_14_normalized_t0,64.01812028884888
minus_di_14_t-29,63.723169803619385
trend_acceleration_ema7_t-29,63.61127018928528
bb_position_t-19,63.20529079437256
regime_volatility_t-17,61.42256021499634
minus_di_14_t-22,61.1488995552063
trend_acceleration_ema7_t-13,60.66312074661255
bb_width_t-17,59.87363910675049
cusum_1m_trend_aligned_t-28,59.71087908744812
regime_volatility_t-22,58.92379951477051
regime_volatility_t-12,58.80425953865051
is_trend_pattern_1m_t-19,58.51714062690735
minus_di_14_t-6,57.44817924499512
bb_width_t-2,57.420950174331665
adx_14_t-5,57.368549823760986
cusum_1m_trend_aligned_t-15,57.32534122467041
cmo_14_t-18,57.27835035324097
atr_14_normalized_t-18,56.871180057525635
trend_acceleration_ema7_t-15,56.714680671691895
bb_width_t-1,56.534590005874634
regime_volatility_t-21,56.49922013282776
adx_14_t-7,56.16024971008301
adx_14_t-14,56.14215970039368
trend_acceleration_ema7_t-28,56.13455057144165
adx_14_t-25,55.372090339660645
plus_di_14_t-8,55.35745048522949
plus_di_14_t-24,54.597299575805664
atr_14_normalized_t-1,54.562809228897095
minus_di_14_t-24,54.44187021255493
regime_volatility_t-11,54.13570952415466
cusum_1m_trend_aligned_t-17,54.08859968185425
plus_di_14_t-20,53.67414999008179
trend_acceleration_ema7_t-16,53.60465979576111
plus_di_14_t-4,53.55803108215332
trend_acceleration_ema7_t-8,52.5755090713501
minus_di_14_t-9,52.569210052490234
plus_di_14_t-22,52.39979028701782
bb_width_t-16,52.25403928756714
regime_volatility_t-25,52.208598613739014
plus_di_14_t-23,50.14081025123596
bb_position_t-5,49.985859632492065
bb_position_t-24,49.94209098815918
cmo_14_t-16,49.893940687179565
plus_di_14_t-9,49.77814960479736
bb_position_t-17,49.4229302406311
minus_di_14_t-21,49.39529037475586
adx_14_t-27,49.04711961746216
plus_di_14_t-21,49.04649996757507
regime_volatility_t-15,48.20156955718994
bb_position_t-7,47.044270277023315
plus_di_14_t-13,46.8085298538208
plus_di_14_t-15,45.96495008468628
cusum_1m_trend_aligned_t-29,44.905149936676025
trend_acceleration_ema7_t-4,44.649190187454224
atr_14_normalized_t-13,43.39953017234802
trend_acceleration_ema7_t-9,43.32858109474182
cusum_1m_trend_aligned_t-8,42.73217964172363
plus_di_14_t-19,42.47036933898926
bb_width_t-8,42.113290309906006
atr_14_normalized_t-8,41.464449882507324
bb_position_t-20,41.00345039367676
is_trend_pattern_1m_t-23,40.79752016067505
bb_position_t-22,39.362499713897705
minus_di_14_t-20,38.77629041671753
trend_acceleration_ema7_t-5,38.74370002746582
atr_14_normalized_t-7,38.71257996559143
is_trend_pattern_1m_t-27,38.506070375442505
adx_14_t-6,38.468809604644775
bb_position_t-14,38.42614936828613
trend_acceleration_ema7_t-25,38.38003945350647
is_trend_pattern_1m_t-11,38.152329444885254
bb_position_t-13,37.73707985877991
atr_14_normalized_t-25,37.571720361709595
bb_position_t-6,36.927329778671265
atr_14_normalized_t-16,36.914230823516846
atr_14_normalized_t-2,36.304490089416504
atr_14_normalized_t-22,35.959449768066406
plus_di_14_t-27,35.81068968772888
is_trend_pattern_1m_t-2,35.739500284194946
cusum_1m_trend_aligned_t-25,35.54312038421631
is_trend_pattern_1m_t-28,35.50679063796997
bb_position_t-28,35.37711954116821
is_trend_pattern_1m_t-4,34.996620178222656
is_trend_pattern_1m_t-7,34.918349742889404
trend_acceleration_ema7_t-20,34.628389835357666
atr_14_normalized_t-12,34.59757995605469
bb_position_t-21,34.593679904937744
plus_di_14_t-16,34.149839878082275
plus_di_14_t-12,33.5702805519104
atr_14_normalized_t-26,33.07123041152954
cusum_1m_trend_aligned_t-19,32.44509983062744
cusum_1m_trend_aligned_t-6,32.24049973487854
minus_di_14_t-19,31.858699798583984
cusum_1m_trend_aligned_t-21,31.52960968017578
cusum_1m_trend_aligned_t-13,30.801740169525146
atr_14_normalized_t-28,30.472870349884033
plus_di_14_t-25,30.346889972686768
minus_di_14_t-15,28.713130474090576
minus_di_14_t-11,28.648029565811157
atr_14_normalized_t-23,28.56363010406494
trend_acceleration_ema7_t-7,27.46955966949463
atr_14_normalized_t-10,27.25694990158081
is_trend_pattern_1m_t-22,27.168190002441406
regime_volatility_t-23,27.138830423355103
is_trend_pattern_1m_t-20,26.94746971130371
atr_14_normalized_t-27,26.846149444580078
cusum_1m_trend_aligned_t-11,25.977959871292114
bb_position_t-26,25.52920961380005
atr_14_normalized_t-9,25.390739917755127
plus_di_14_t-10,25.153700828552246
minus_di_14_t-17,24.555410385131836
trend_acceleration_ema7_t-12,24.50134015083313
atr_14_normalized_t-20,24.16868019104004
bb_position_t-18,24.135249614715576
is_trend_pattern_1m_t-24,23.92594003677368
atr_14_normalized_t-4,23.137250423431396
cusum_1m_trend_aligned_t-18,22.775879621505737
minus_di_14_t-28,22.53684949874878
atr_14_normalized_t-24,22.134909629821777
adx_14_t-17,21.784470558166504
minus_di_14_t-26,21.467599868774414
bb_position_t-23,21.284550666809082
atr_14_normalized_t-19,21.01039981842041
cmo_14_t-20,20.276699542999268
is_trend_pattern_1m_t-1,19.8858699798584
is_trend_pattern_1m_t-6,19.669150352478027
is_trend_pattern_1m_t-15,19.4552903175354
atr_14_normalized_t-11,18.99379014968872
is_trend_pattern_1m_t-16,18.04242992401123
atr_14_normalized_t-5,17.936840057373047
is_trend_pattern_1m_t-18,15.393959522247314
bb_position_t-12,15.215479850769043
bb_position_t-27,15.136889696121216
minus_di_14_t-14,15.084500312805176
minus_di_14_t-23,14.680579662322998
bb_position_t-4,14.616610050201416
atr_14_normalized_t-17,13.131690263748169
bb_position_t-8,12.647329807281494
cusum_1m_trend_aligned_t-10,12.634870052337646
is_trend_pattern_1m_t-26,11.27534008026123
cusum_1m_trend_aligned_t-20,10.903279781341553
is_trend_pattern_1m_t-5,10.30157995223999
atr_14_normalized_t-15,9.360919952392578
minus_di_14_t-27,8.97819995880127
minus_di_14_t-12,8.954560279846191
bb_position_t-16,8.675059795379639
atr_14_normalized_t-6,8.650929927825928
regime_volatility_t-14,6.639669895172119
cusum_1m_trend_aligned_t-9,4.5754899978637695
cusum_1m_trend_aligned_t-16,4.067389965057373
cusum_1m_recent_t-15,0.0
atr_14_normalized_t-14,0.0
cusum_1m_recent_t-13,0.0
cusum_1m_recent_t-20,0.0
cusum_1m_recent_t-26,0.0
bb_position_t-10,0.0
cusum_1m_recent_t-6,0.0
cusum_1m_recent_t-9,0.0
cusum_1m_recent_t-3,0.0
cusum_1m_recent_t-24,0.0
cusum_1m_recent_t-29,0.0
is_trend_pattern_1m_t-29,0.0
cusum_1m_recent_t-10,0.0
cusum_1m_recent_t-19,0.0
cusum_1m_recent_t-27,0.0
cusum_1m_recent_t0,0.0
cusum_1m_recent_t-5,0.0
cusum_1m_recent_t-12,0.0
cusum_1m_recent_t-21,0.0
cusum_1m_recent_t-2,0.0
cusum_1m_recent_t-25,0.0
cusum_1m_recent_t-23,0.0
cusum_1m_recent_t-4,0.0
atr_14_normalized_t-21,0.0
cusum_1m_recent_t-7,0.0
cusum_1m_recent_t-8,0.0
atr_14_normalized_t-3,0.0
cusum_1m_recent_t-18,0.0
cusum_1m_recent_t-14,0.0
cusum_1m_recent_t-16,0.0
cusum_1m_recent_t-28,0.0
cusum_1m_recent_t-17,0.0
cusum_1m_recent_t-22,0.0
cusum_1m_recent_t-1,0.0
cusum_1m_recent_t-11,0.0
