tau,spd_per_day,precision,recall,f1,signals
0.45,88.92244175759363,0.6499455699809313,0.9941512467079385,0.7859283916711638,1047
0.46,87.81834267177824,0.6598944294699012,0.9941688979557142,0.7931834319526627,1034
0.47000000000000003,86.37452079032734,0.6622045811690573,0.9940914644789667,0.7947857709582196,1017
0.48,85.18549100560307,0.6723639185102658,0.9941000896299068,0.8020886434437836,1003
0.49,84.16632261869655,0.6735457176633648,0.9955178927858568,0.8033430506606332,991
0.5,82.5526393394279,0.6742172675521821,0.9954497999759786,0.8037945618607536,972
0.51,81.61840165143026,0.6797148476761515,0.9954359546384086,0.8077311433475818,961
0.52,80.25951046888824,0.6849542493032093,0.9953893054608801,0.8113908047061488,945
0.53,78.30610439398407,0.6856728655680915,0.9952780588457036,0.8118929515549351,922
0.54,76.77735181362429,0.6885080447606169,0.9951868919610856,0.8138133614521352,904
0.55,75.24859923326453,0.6891789082405322,0.9950692225772098,0.8142333632772953,886
0.56,73.97463874963138,0.6941291481716338,0.995013904579821,0.8176742087919946,871
0.57,72.70067826599823,0.69445066927563,0.9949545403524526,0.8178686535471884,856
0.58,71.42671778236509,0.6948230735239131,0.9948423669353902,0.8181455738838229,841
0.59,70.57741079327631,0.7004979479212559,0.9948378270935154,0.8221009032386846,831
0.6,69.38838100855205,0.7014695830485305,0.9947665444723133,0.8227434887509537,817
0.61,67.35004423473902,0.7011993382961126,0.9946168420513608,0.8225128311756531,793
0.62,65.82129165437924,0.7059303844718179,0.994503168450436,0.8257181942544459,775
0.63,64.20760837511058,0.7091447658662633,0.9944090996722575,0.8278692436172751,756
0.64,62.67885579475081,0.7089385474860335,0.9942663369629662,0.8276598889275775,738
0.6499999999999999,61.15010321439104,0.7099096108868322,0.994155765503876,0.8282771756978653,720
0.6599999999999999,59.96107342966676,0.7154319154230853,0.9940866465163141,0.8320141150922911,706
0.6699999999999999,58.43232084930699,0.7227643651431228,0.9939919038704619,0.836852490247664,688
0.6799999999999999,55.629607785314064,0.7320991917570417,0.993784435261708,0.8428329134452897,655
0.69,53.93099380713654,0.7363884749130651,0.9936078516586991,0.8456210624307545,635
0.7,51.63786493659688,0.7513005028611064,0.9934780132148553,0.8551379203689125,608
