tau,spd_per_day,precision,recall,f1,signals
0.45,89.4320259510469,0.6499747164631944,0.9941842772612004,0.7859899362098339,1053
0.46,88.75258035977588,0.649144415607267,0.9941344433741571,0.7853583532575008,1045
0.47000000000000003,87.2238277794161,0.650750079674624,0.9940475663226893,0.7864695936581851,1027
0.48,86.20465939250958,0.6565352318364366,0.9940289994563716,0.790600132999707,1015
0.49,84.93069890887644,0.6653143204660392,0.9940198444623223,0.7969436139567878,1000
0.5,84.25125331760543,0.6666178766588603,0.993984295845998,0.7978968286343664,992
0.51,82.97729283397229,0.6697672955974843,0.993920972644377,0.8001583419887635,977
0.52,81.53347095252138,0.671168041684759,0.995370281892021,0.8016095052204356,960
0.53,79.74992627543497,0.6767356035914989,0.9953074481362462,0.8054893330888195,939
0.54,78.5608964907107,0.6815789473684211,0.9952631473864952,0.8089210924069181,925
0.55,76.94721321144205,0.6849599843841498,0.9951659451659451,0.8112903225806452,906
0.56,75.75818342671778,0.6880503334743799,0.9951022258775398,0.8134078546763376,892
0.57,74.14450014744914,0.6956501182033097,0.995059617886441,0.81878052686364,873
0.58,72.95547036272485,0.6928807767411587,0.9949659924825487,0.8168491885473017,859
0.59,71.68150987909172,0.6944725311762723,0.9948978415275344,0.8179343908416816,844
0.6,70.3226186965497,0.6970034786262929,0.9948154490106544,0.8196667716077786,828
0.61,68.62400471837216,0.6982560456063995,0.9946995147443076,0.8204661556758496,808
0.62,66.75552934237687,0.704959566637292,0.9945764329567146,0.8250776673175928,786
0.63,65.22677676201711,0.70718053867619,0.9944548872180451,0.8265549601274438,768
0.64,63.35830138602182,0.7095567069660333,0.9943313542550184,0.8280674064779232,746
0.6499999999999999,61.74461810675317,0.7103030303030303,0.9942083221954914,0.8284771625940819,727
0.6599999999999999,60.5555883220289,0.7170642418516768,0.9941634241245136,0.8330631660067498,713
0.6699999999999999,59.111766440578,0.7221647992723363,0.9940554614467658,0.8363178309629375,696
0.6799999999999999,57.24329106458272,0.7304524029778424,0.9939514154177687,0.8418872475834167,674
0.69,55.03509289295193,0.7366883642913644,0.9959016393442623,0.8465668953093606,648
0.7,53.16661751695665,0.7403084150326797,0.9957983193277311,0.8488143886439402,626
